,Airport,Airport Food Court,Airport Lounge,Airport Service,Airport Terminal,American Restaurant,Antique Shop,Aquarium,Art Gallery,Art Museum,Arts & Crafts Store,Asian Restaurant,Auto Workshop,BBQ Joint,Baby Store,Bagel Shop,Bakery,Bank,Bar,Baseball Stadium,Basketball Stadium,Beach,Bed & Breakfast,Beer Bar,Beer Store,Belgian Restaurant,Bistro,Board Shop,Boat or Ferry,Bookstore,Boutique,Brazilian Restaurant,Breakfast Spot,Brewery,Bubble Tea Shop,Building,Burger Joint,Burrito Place,Bus Line,Butcher,Café,Cajun / Creole Restaurant,Camera Store,Candy Store,Caribbean Restaurant,Cheese Shop,Chinese Restaurant,Chocolate Shop,Church,Climbing Gym,Clothing Store,Cocktail Bar,Coffee Shop,College Arts Building,College Auditorium,College Gym,College Rec Center,Colombian Restaurant,Comfort Food Restaurant,Comic Shop,Concert Hall,Convenience Store,Convention Center,Cosmetics Shop,Coworking Space,Creperie,Cuban Restaurant,Cupcake Shop,Dance Studio,Deli / Bodega,Department Store,Dessert Shop,Diner,Discount Store,Distribution Center,Dog Run,Doner Restaurant,Donut Shop,Eastern European Restaurant,Electronics Store,Ethiopian Restaurant,Event Space,Falafel Restaurant,Farmers Market,Fast Food Restaurant,Filipino Restaurant,Fish & Chips Shop,Fish Market,Flea Market,Food & Drink Shop,Food Court,Food Truck,Fountain,French Restaurant,Fried Chicken Joint,Frozen Yogurt Shop,Fruit & Vegetable Store,Furniture / Home Store,Gaming Cafe,Garden,Garden Center,Gas Station,Gastropub,Gay Bar,General Entertainment,General Travel,German Restaurant,Gift Shop,Gluten-free Restaurant,Gourmet Shop,Greek Restaurant,Grocery Store,Gym,Gym / Fitness Center,Harbor / Marina,Health & Beauty Service,Health Food Store,Historic Site,History Museum,Hobby Shop,Home Service,Hospital,Hotel,IT Services,Ice Cream Shop,Indian Restaurant,Indie Movie Theater,Intersection,Irish Pub,Italian Restaurant,Japanese Restaurant,Jazz Club,Jewelry Store,Juice Bar,Kitchen Supply Store,Knitting Store,Korean Restaurant,Lake,Latin American Restaurant,Lawyer,Light Rail Station,Lingerie Store,Liquor Store,Lounge,Mac & Cheese Joint,Market,Martial Arts Dojo,Mediterranean Restaurant,Men's Store,Mexican Restaurant,Middle Eastern Restaurant,Miscellaneous Shop,Modern European Restaurant,Molecular Gastronomy Restaurant,Monument / Landmark,Moroccan Restaurant,Movie Theater,Museum,Music Venue,New American Restaurant,Nightclub,Noodle House,Office,Opera House,Optical Shop,Organic Grocery,Other Great Outdoors,Outdoor Sculpture,Park,Performing Arts Venue,Pet Store,Pharmacy,Pizza Place,Plane,Playground,Plaza,Poke Place,Poutine Place,Pub,Ramen Restaurant,Record Shop,Recording Studio,Rental Car Location,Restaurant,Roof Deck,Sake Bar,Salad Place,Salon / Barbershop,Sandwich Place,Scenic Lookout,Sculpture Garden,Seafood Restaurant,Shoe Store,Shopping Mall,Skate Park,Skating Rink,Smoke Shop,Smoothie Shop,Snack Place,Soup Place,Spa,Speakeasy,Sporting Goods Shop,Sports Bar,Stadium,Stationery Store,Steakhouse,Strip Club,Supermarket,Supplement Shop,Sushi Restaurant,Swim School,Taco Place,Tailor Shop,Taiwanese Restaurant,Tanning Salon,Tea Room,Tennis Court,Thai Restaurant,Theater,Theme Restaurant,Toy / Game Store,Trail,Train Station,Vegetarian / Vegan Restaurant,Video Game Store,Vietnamese Restaurant,Wine Bar,Wine Shop,Women's Store,Yoga Studio
Airport,1.0,1.0,1.0,0.9999999999999962,1.0,-0.08448259119598195,-0.046829290579084686,-0.026315789473684174,-0.0970904292567502,-0.03771571432023573,-0.05484084971070818,-0.06611651533678825,-0.026315789473684213,-0.0548408497107082,-0.026315789473684216,-0.05484084971070821,-0.13435720616242347,-0.08885233166386376,-0.10679860504503287,-0.02631578947368422,-0.05484084971070821,-0.026315789473684213,-0.026315789473684216,-0.09224585191261177,-0.054840849710708184,-0.03771571432023573,-0.06220907522417988,-0.026315789473684216,1.0,-0.11116195124697255,1.0,-0.03771571432023574,-0.09953452035868794,-0.07166465955784342,-0.05484084971070817,-0.04682929057908475,-0.07826382855607118,-0.09525969852639334,-0.026315789473684216,-0.03771571432023573,-0.16776692888618822,-0.026315789473684223,-0.026315789473684202,-0.026315789473684216,-0.054840849710708205,-0.05173182753754856,-0.06917144638660741,-0.026315789473684206,-0.026315789473684202,-0.026315789473684213,-0.0509751730878355,-0.06307113584084693,-0.11209792705427232,-0.0263157894736842,-0.026315789473684213,-0.0263157894736842,-0.02631578947368422,-0.03771571432023574,-0.06917144638660742,-0.046829290579084776,-0.06503324771430895,-0.046829290579084734,-0.02631578947368422,-0.06106213028111723,-0.026315789473684202,-0.06456653882953016,-0.03771571432023573,-0.037715714320235724,-0.037715714320235745,-0.06756114724214217,-0.0908253822902806,-0.07940714570059496,-0.1197896202853287,-0.04682929057908477,-0.03771571432023574,-0.04682929057908475,-0.026315789473684216,-0.046829290579084734,-0.04682929057908472,-0.051505352714395526,-0.02631578947368422,-0.046829290579084706,-0.03771571432023573,-0.07086675685963281,-0.09082538229028063,-0.026315789473684216,-0.04682929057908471,-0.06220907522417992,-0.026315789473684223,-0.04682929057908476,-0.05484084971070818,-0.046829290579084706,-0.05484084971070822,-0.0952596985263935,-0.04682929057908474,-0.026315789473684202,-0.026315789473684202,-0.07826382855607099,-0.026315789473684216,-0.03771571432023574,-0.026315789473684213,-0.026315789473684216,-0.09953452035868793,-0.033553079968086055,-0.046829290579084665,-0.0548408497107082,-0.026315789473684202,-0.05150535271439554,-0.0548408497107082,-0.0691714463866075,-0.04199320411132656,-0.08084168590863702,-0.09683523611707587,-0.10167765666389864,1.0,-0.026315789473684216,-0.037715714320235696,-0.026315789473684206,-0.035683955105235504,-0.03771571432023574,-0.02631578947368421,-0.026315789473684216,-0.09012872887758272,-0.03771571432023572,-0.12290251072230234,-0.08885233166386389,-0.03771571432023573,-0.03771571432023574,-0.062209075224179906,-0.1353775006017355,-0.11184210526315773,-0.05484084971070819,-0.03771571432023573,-0.07587212233336034,-0.03771571432023573,-0.026315789473684216,-0.03771571432023574,-0.03771571432023575,-0.046829290579084665,-0.026315789473684213,-0.03568395510523554,-0.03771571432023573,-0.07587212233336035,-0.07826382855607096,-0.026315789473684216,-0.026315789473684206,-0.026315789473684216,-0.04394808402890493,-0.03771571432023574,-0.07166465955784339,-0.0653435567695325,-0.04682929057908476,-0.04682929057908475,-0.026315789473684202,-0.05484084971070817,-0.026315789473684202,-0.054840849710708184,-0.062209075224179865,-0.051505352714395485,-0.08885233166386389,-0.05484084971070821,-0.04682929057908465,-0.04682929057908477,-0.02631578947368422,-0.026315789473684202,-0.026315789473684216,-0.02631578947368422,-0.026315789473684206,-0.19573877567241654,-0.04682929057908475,-0.06917144638660751,-0.07664807349388716,-0.14225508424658853,1.0,-0.03771571432023571,-0.05858749251483803,-0.06917144638660751,-0.03771571432023574,-0.11712303424679443,-0.04394808402890494,-0.037715714320235745,-0.03771571432023575,0.6977407149243594,-0.14081420869666889,-0.03771571432023572,-0.026315789473684216,-0.0632244818873727,-0.07587212233336034,-0.09906293779723808,-0.03355307996808607,0.6977407149243597,-0.0976471584628859,-0.03771571432023574,-0.062209075224179865,-0.026315789473684213,-0.02631578947368422,-0.04682929057908475,-0.04682929057908469,-0.026315789473684206,-0.03771571432023571,-0.07587212233336034,-0.0548408497107082,-0.05137926051582755,-0.03771571432023573,-0.026315789473684213,-0.026315789473684202,-0.08348729258252169,-0.026315789473684216,-0.05484084971070818,-0.02631578947368421,-0.11155673608915542,-0.026315789473684216,-0.0263157894736842,-0.062209075224179906,-0.026315789473684206,-0.02631578947368422,-0.0781602364146306,-0.026315789473684216,-0.10128760667356473,-0.09488292830168368,-0.026315789473684216,-0.046829290579084755,-0.06220907522417997,-0.04682929057908469,-0.09953452035868791,-0.0263157894736842,-0.049048287283730854,-0.09525969852639338,-0.026315789473684206,-0.026315789473684206,-0.10339627398356363
Airport Food Court,1.0,1.0,1.0,0.9999999999999962,1.0,-0.08448259119598195,-0.046829290579084686,-0.026315789473684174,-0.0970904292567502,-0.03771571432023573,-0.05484084971070818,-0.06611651533678825,-0.026315789473684213,-0.0548408497107082,-0.026315789473684216,-0.05484084971070821,-0.13435720616242347,-0.08885233166386376,-0.10679860504503287,-0.02631578947368422,-0.05484084971070821,-0.026315789473684213,-0.026315789473684216,-0.09224585191261177,-0.054840849710708184,-0.03771571432023573,-0.06220907522417988,-0.026315789473684216,1.0,-0.11116195124697255,1.0,-0.03771571432023574,-0.09953452035868794,-0.07166465955784342,-0.05484084971070817,-0.04682929057908475,-0.07826382855607118,-0.09525969852639334,-0.026315789473684216,-0.03771571432023573,-0.16776692888618822,-0.026315789473684223,-0.026315789473684202,-0.026315789473684216,-0.054840849710708205,-0.05173182753754856,-0.06917144638660741,-0.026315789473684206,-0.026315789473684202,-0.026315789473684213,-0.0509751730878355,-0.06307113584084693,-0.11209792705427232,-0.0263157894736842,-0.026315789473684213,-0.0263157894736842,-0.02631578947368422,-0.03771571432023574,-0.06917144638660742,-0.046829290579084776,-0.06503324771430895,-0.046829290579084734,-0.02631578947368422,-0.06106213028111723,-0.026315789473684202,-0.06456653882953016,-0.03771571432023573,-0.037715714320235724,-0.037715714320235745,-0.06756114724214217,-0.0908253822902806,-0.07940714570059496,-0.1197896202853287,-0.04682929057908477,-0.03771571432023574,-0.04682929057908475,-0.026315789473684216,-0.046829290579084734,-0.04682929057908472,-0.051505352714395526,-0.02631578947368422,-0.046829290579084706,-0.03771571432023573,-0.07086675685963281,-0.09082538229028063,-0.026315789473684216,-0.04682929057908471,-0.06220907522417992,-0.026315789473684223,-0.04682929057908476,-0.05484084971070818,-0.046829290579084706,-0.05484084971070822,-0.0952596985263935,-0.04682929057908474,-0.026315789473684202,-0.026315789473684202,-0.07826382855607099,-0.026315789473684216,-0.03771571432023574,-0.026315789473684213,-0.026315789473684216,-0.09953452035868793,-0.033553079968086055,-0.046829290579084665,-0.0548408497107082,-0.026315789473684202,-0.05150535271439554,-0.0548408497107082,-0.0691714463866075,-0.04199320411132656,-0.08084168590863702,-0.09683523611707587,-0.10167765666389864,1.0,-0.026315789473684216,-0.037715714320235696,-0.026315789473684206,-0.035683955105235504,-0.03771571432023574,-0.02631578947368421,-0.026315789473684216,-0.09012872887758272,-0.03771571432023572,-0.12290251072230234,-0.08885233166386389,-0.03771571432023573,-0.03771571432023574,-0.062209075224179906,-0.1353775006017355,-0.11184210526315773,-0.05484084971070819,-0.03771571432023573,-0.07587212233336034,-0.03771571432023573,-0.026315789473684216,-0.03771571432023574,-0.03771571432023575,-0.046829290579084665,-0.026315789473684213,-0.03568395510523554,-0.03771571432023573,-0.07587212233336035,-0.07826382855607096,-0.026315789473684216,-0.026315789473684206,-0.026315789473684216,-0.04394808402890493,-0.03771571432023574,-0.07166465955784339,-0.0653435567695325,-0.04682929057908476,-0.04682929057908475,-0.026315789473684202,-0.05484084971070817,-0.026315789473684202,-0.054840849710708184,-0.062209075224179865,-0.051505352714395485,-0.08885233166386389,-0.05484084971070821,-0.04682929057908465,-0.04682929057908477,-0.02631578947368422,-0.026315789473684202,-0.026315789473684216,-0.02631578947368422,-0.026315789473684206,-0.19573877567241654,-0.04682929057908475,-0.06917144638660751,-0.07664807349388716,-0.14225508424658853,1.0,-0.03771571432023571,-0.05858749251483803,-0.06917144638660751,-0.03771571432023574,-0.11712303424679443,-0.04394808402890494,-0.037715714320235745,-0.03771571432023575,0.6977407149243594,-0.14081420869666889,-0.03771571432023572,-0.026315789473684216,-0.0632244818873727,-0.07587212233336034,-0.09906293779723808,-0.03355307996808607,0.6977407149243597,-0.0976471584628859,-0.03771571432023574,-0.062209075224179865,-0.026315789473684213,-0.02631578947368422,-0.04682929057908475,-0.04682929057908469,-0.026315789473684206,-0.03771571432023571,-0.07587212233336034,-0.0548408497107082,-0.05137926051582755,-0.03771571432023573,-0.026315789473684213,-0.026315789473684202,-0.08348729258252169,-0.026315789473684216,-0.05484084971070818,-0.02631578947368421,-0.11155673608915542,-0.026315789473684216,-0.0263157894736842,-0.062209075224179906,-0.026315789473684206,-0.02631578947368422,-0.0781602364146306,-0.026315789473684216,-0.10128760667356473,-0.09488292830168368,-0.026315789473684216,-0.046829290579084755,-0.06220907522417997,-0.04682929057908469,-0.09953452035868791,-0.0263157894736842,-0.049048287283730854,-0.09525969852639338,-0.026315789473684206,-0.026315789473684206,-0.10339627398356363
Airport Lounge,1.0,1.0,1.0,0.9999999999999962,1.0,-0.08448259119598195,-0.046829290579084686,-0.026315789473684174,-0.0970904292567502,-0.03771571432023573,-0.05484084971070818,-0.06611651533678825,-0.026315789473684213,-0.0548408497107082,-0.026315789473684216,-0.05484084971070821,-0.13435720616242347,-0.08885233166386376,-0.10679860504503287,-0.02631578947368422,-0.05484084971070821,-0.026315789473684213,-0.026315789473684216,-0.09224585191261177,-0.054840849710708184,-0.03771571432023573,-0.06220907522417988,-0.026315789473684216,1.0,-0.11116195124697255,1.0,-0.03771571432023574,-0.09953452035868794,-0.07166465955784342,-0.05484084971070817,-0.04682929057908475,-0.07826382855607118,-0.09525969852639334,-0.026315789473684216,-0.03771571432023573,-0.16776692888618822,-0.026315789473684223,-0.026315789473684202,-0.026315789473684216,-0.054840849710708205,-0.05173182753754856,-0.06917144638660741,-0.026315789473684206,-0.026315789473684202,-0.026315789473684213,-0.0509751730878355,-0.06307113584084693,-0.11209792705427232,-0.0263157894736842,-0.026315789473684213,-0.0263157894736842,-0.02631578947368422,-0.03771571432023574,-0.06917144638660742,-0.046829290579084776,-0.06503324771430895,-0.046829290579084734,-0.02631578947368422,-0.06106213028111723,-0.026315789473684202,-0.06456653882953016,-0.03771571432023573,-0.037715714320235724,-0.037715714320235745,-0.06756114724214217,-0.0908253822902806,-0.07940714570059496,-0.1197896202853287,-0.04682929057908477,-0.03771571432023574,-0.04682929057908475,-0.026315789473684216,-0.046829290579084734,-0.04682929057908472,-0.051505352714395526,-0.02631578947368422,-0.046829290579084706,-0.03771571432023573,-0.07086675685963281,-0.09082538229028063,-0.026315789473684216,-0.04682929057908471,-0.06220907522417992,-0.026315789473684223,-0.04682929057908476,-0.05484084971070818,-0.046829290579084706,-0.05484084971070822,-0.0952596985263935,-0.04682929057908474,-0.026315789473684202,-0.026315789473684202,-0.07826382855607099,-0.026315789473684216,-0.03771571432023574,-0.026315789473684213,-0.026315789473684216,-0.09953452035868793,-0.033553079968086055,-0.046829290579084665,-0.0548408497107082,-0.026315789473684202,-0.05150535271439554,-0.0548408497107082,-0.0691714463866075,-0.04199320411132656,-0.08084168590863702,-0.09683523611707587,-0.10167765666389864,1.0,-0.026315789473684216,-0.037715714320235696,-0.026315789473684206,-0.035683955105235504,-0.03771571432023574,-0.02631578947368421,-0.026315789473684216,-0.09012872887758272,-0.03771571432023572,-0.12290251072230234,-0.08885233166386389,-0.03771571432023573,-0.03771571432023574,-0.062209075224179906,-0.1353775006017355,-0.11184210526315773,-0.05484084971070819,-0.03771571432023573,-0.07587212233336034,-0.03771571432023573,-0.026315789473684216,-0.03771571432023574,-0.03771571432023575,-0.046829290579084665,-0.026315789473684213,-0.03568395510523554,-0.03771571432023573,-0.07587212233336035,-0.07826382855607096,-0.026315789473684216,-0.026315789473684206,-0.026315789473684216,-0.04394808402890493,-0.03771571432023574,-0.07166465955784339,-0.0653435567695325,-0.04682929057908476,-0.04682929057908475,-0.026315789473684202,-0.05484084971070817,-0.026315789473684202,-0.054840849710708184,-0.062209075224179865,-0.051505352714395485,-0.08885233166386389,-0.05484084971070821,-0.04682929057908465,-0.04682929057908477,-0.02631578947368422,-0.026315789473684202,-0.026315789473684216,-0.02631578947368422,-0.026315789473684206,-0.19573877567241654,-0.04682929057908475,-0.06917144638660751,-0.07664807349388716,-0.14225508424658853,1.0,-0.03771571432023571,-0.05858749251483803,-0.06917144638660751,-0.03771571432023574,-0.11712303424679443,-0.04394808402890494,-0.037715714320235745,-0.03771571432023575,0.6977407149243594,-0.14081420869666889,-0.03771571432023572,-0.026315789473684216,-0.0632244818873727,-0.07587212233336034,-0.09906293779723808,-0.03355307996808607,0.6977407149243597,-0.0976471584628859,-0.03771571432023574,-0.062209075224179865,-0.026315789473684213,-0.02631578947368422,-0.04682929057908475,-0.04682929057908469,-0.026315789473684206,-0.03771571432023571,-0.07587212233336034,-0.0548408497107082,-0.05137926051582755,-0.03771571432023573,-0.026315789473684213,-0.026315789473684202,-0.08348729258252169,-0.026315789473684216,-0.05484084971070818,-0.02631578947368421,-0.11155673608915542,-0.026315789473684216,-0.0263157894736842,-0.062209075224179906,-0.026315789473684206,-0.02631578947368422,-0.0781602364146306,-0.026315789473684216,-0.10128760667356473,-0.09488292830168368,-0.026315789473684216,-0.046829290579084755,-0.06220907522417997,-0.04682929057908469,-0.09953452035868791,-0.0263157894736842,-0.049048287283730854,-0.09525969852639338,-0.026315789473684206,-0.026315789473684206,-0.10339627398356363
Airport Service,0.9999999999999962,0.9999999999999962,0.9999999999999962,1.0,0.9999999999999962,-0.08448259119598193,-0.04682929057908468,-0.02631578947368417,-0.09709042925675018,-0.03771571432023575,-0.05484084971070821,-0.06611651533678832,-0.026315789473684178,-0.05484084971070817,-0.026315789473684185,-0.05484084971070821,-0.13435720616242328,-0.08885233166386389,-0.1067986050450329,-0.02631578947368421,-0.0548408497107082,-0.026315789473684174,-0.02631578947368421,-0.09224585191261189,-0.05484084971070812,-0.03771571432023571,-0.062209075224179934,-0.026315789473684206,0.9999999999999962,-0.11116195124697263,0.9999999999999962,-0.037715714320235745,-0.09953452035868798,-0.07166465955784337,-0.054840849710708184,-0.0468292905790848,-0.07826382855607109,-0.09525969852639347,-0.026315789473684202,-0.03771571432023573,-0.16776692888618833,-0.02631578947368421,-0.026315789473684188,-0.026315789473684185,-0.05484084971070821,-0.05173182753754854,-0.0691714463866074,-0.026315789473684195,-0.02631578947368419,-0.026315789473684178,-0.05097517308783552,-0.06307113584084718,-0.11209792705427248,-0.026315789473684188,-0.0263157894736842,-0.026315789473684188,-0.02631578947368421,-0.037715714320235745,-0.06917144638660742,-0.04682929057908487,-0.06503324771430903,-0.04682929057908475,-0.02631578947368421,-0.06106213028111724,-0.026315789473684188,-0.06456653882953015,-0.03771571432023573,-0.03771571432023572,-0.037715714320235766,-0.06756114724214235,-0.09082538229028053,-0.07940714570059515,-0.11978962028532893,-0.04682929057908484,-0.03771571432023574,-0.04682929057908479,-0.02631578947368421,-0.04682929057908472,-0.04682929057908471,-0.05150535271439557,-0.02631578947368421,-0.046829290579084734,-0.037715714320235745,-0.07086675685963291,-0.09082538229028048,-0.02631578947368421,-0.046829290579084734,-0.062209075224179934,-0.02631578947368421,-0.04682929057908485,-0.054840849710708205,-0.04682929057908469,-0.05484084971070821,-0.09525969852639345,-0.04682929057908476,-0.026315789473684188,-0.026315789473684188,-0.07826382855607109,-0.02631578947368421,-0.037715714320235745,-0.026315789473684178,-0.0263157894736842,-0.09953452035868797,-0.03355307996808608,-0.04682929057908467,-0.05484084971070822,-0.026315789473684188,-0.05150535271439557,-0.05484084971070822,-0.06917144638660744,-0.041993204111326586,-0.08084168590863713,-0.09683523611707588,-0.10167765666389854,0.9999999999999962,-0.02631578947368419,-0.03771571432023567,-0.026315789473684195,-0.035683955105235504,-0.03771571432023576,-0.026315789473684195,-0.02631578947368421,-0.09012872887758265,-0.037715714320235676,-0.12290251072230245,-0.08885233166386389,-0.037715714320235724,-0.03771571432023576,-0.062209075224179934,-0.13537750060173545,-0.11184210526315792,-0.05484084971070821,-0.03771571432023572,-0.0758721223333606,-0.03771571432023572,-0.02631578947368421,-0.03771571432023576,-0.037715714320235745,-0.04682929057908468,-0.026315789473684202,-0.03568395510523556,-0.03771571432023572,-0.07587212233336044,-0.07826382855607107,-0.026315789473684202,-0.026315789473684188,-0.02631578947368419,-0.04394808402890497,-0.03771571432023576,-0.0716646595578433,-0.06534355676953268,-0.04682929057908484,-0.04682929057908481,-0.02631578947368419,-0.054840849710708205,-0.026315789473684188,-0.05484084971070819,-0.062209075224179934,-0.051505352714395485,-0.0888523316638639,-0.05484084971070822,-0.04682929057908466,-0.04682929057908485,-0.02631578947368421,-0.02631578947368419,-0.02631578947368421,-0.02631578947368421,-0.026315789473684188,-0.19573877567241663,-0.04682929057908481,-0.06917144638660742,-0.07664807349388718,-0.1422550842465884,0.9999999999999962,-0.03771571432023568,-0.05858749251483805,-0.06917144638660751,-0.037715714320235724,-0.11712303424679447,-0.043948084028904974,-0.03771571432023573,-0.03771571432023574,0.6977407149243604,-0.1408142086966688,-0.037715714320235676,-0.02631578947368419,-0.06322448188737267,-0.07587212233336058,-0.09906293779723808,-0.03355307996808606,0.6977407149243607,-0.09764715846288607,-0.03771571432023574,-0.062209075224179934,-0.026315789473684178,-0.02631578947368421,-0.0468292905790848,-0.04682929057908471,-0.026315789473684188,-0.037715714320235676,-0.07587212233336055,-0.0548408497107082,-0.05137926051582755,-0.037715714320235696,-0.026315789473684178,-0.026315789473684188,-0.08348729258252194,-0.02631578947368419,-0.05484084971070819,-0.026315789473684188,-0.11155673608915527,-0.026315789473684202,-0.026315789473684188,-0.062209075224179934,-0.026315789473684188,-0.02631578947368421,-0.07816023641463082,-0.0263157894736842,-0.10128760667356466,-0.09488292830168395,-0.02631578947368419,-0.04682929057908482,-0.062209075224179934,-0.0468292905790847,-0.09953452035868797,-0.026315789473684188,-0.04904828728373098,-0.09525969852639346,-0.026315789473684195,-0.026315789473684195,-0.10339627398356392
Airport Terminal,1.0,1.0,1.0,0.9999999999999962,1.0,-0.08448259119598195,-0.046829290579084686,-0.026315789473684174,-0.0970904292567502,-0.03771571432023573,-0.05484084971070818,-0.06611651533678825,-0.026315789473684213,-0.0548408497107082,-0.026315789473684216,-0.05484084971070821,-0.13435720616242347,-0.08885233166386376,-0.10679860504503287,-0.02631578947368422,-0.05484084971070821,-0.026315789473684213,-0.026315789473684216,-0.09224585191261177,-0.054840849710708184,-0.03771571432023573,-0.06220907522417988,-0.026315789473684216,1.0,-0.11116195124697255,1.0,-0.03771571432023574,-0.09953452035868794,-0.07166465955784342,-0.05484084971070817,-0.04682929057908475,-0.07826382855607118,-0.09525969852639334,-0.026315789473684216,-0.03771571432023573,-0.16776692888618822,-0.026315789473684223,-0.026315789473684202,-0.026315789473684216,-0.054840849710708205,-0.05173182753754856,-0.06917144638660741,-0.026315789473684206,-0.026315789473684202,-0.026315789473684213,-0.0509751730878355,-0.06307113584084693,-0.11209792705427232,-0.0263157894736842,-0.026315789473684213,-0.0263157894736842,-0.02631578947368422,-0.03771571432023574,-0.06917144638660742,-0.046829290579084776,-0.06503324771430895,-0.046829290579084734,-0.02631578947368422,-0.06106213028111723,-0.026315789473684202,-0.06456653882953016,-0.03771571432023573,-0.037715714320235724,-0.037715714320235745,-0.06756114724214217,-0.0908253822902806,-0.07940714570059496,-0.1197896202853287,-0.04682929057908477,-0.03771571432023574,-0.04682929057908475,-0.026315789473684216,-0.046829290579084734,-0.04682929057908472,-0.051505352714395526,-0.02631578947368422,-0.046829290579084706,-0.03771571432023573,-0.07086675685963281,-0.09082538229028063,-0.026315789473684216,-0.04682929057908471,-0.06220907522417992,-0.026315789473684223,-0.04682929057908476,-0.05484084971070818,-0.046829290579084706,-0.05484084971070822,-0.0952596985263935,-0.04682929057908474,-0.026315789473684202,-0.026315789473684202,-0.07826382855607099,-0.026315789473684216,-0.03771571432023574,-0.026315789473684213,-0.026315789473684216,-0.09953452035868793,-0.033553079968086055,-0.046829290579084665,-0.0548408497107082,-0.026315789473684202,-0.05150535271439554,-0.0548408497107082,-0.0691714463866075,-0.04199320411132656,-0.08084168590863702,-0.09683523611707587,-0.10167765666389864,1.0,-0.026315789473684216,-0.037715714320235696,-0.026315789473684206,-0.035683955105235504,-0.03771571432023574,-0.02631578947368421,-0.026315789473684216,-0.09012872887758272,-0.03771571432023572,-0.12290251072230234,-0.08885233166386389,-0.03771571432023573,-0.03771571432023574,-0.062209075224179906,-0.1353775006017355,-0.11184210526315773,-0.05484084971070819,-0.03771571432023573,-0.07587212233336034,-0.03771571432023573,-0.026315789473684216,-0.03771571432023574,-0.03771571432023575,-0.046829290579084665,-0.026315789473684213,-0.03568395510523554,-0.03771571432023573,-0.07587212233336035,-0.07826382855607096,-0.026315789473684216,-0.026315789473684206,-0.026315789473684216,-0.04394808402890493,-0.03771571432023574,-0.07166465955784339,-0.0653435567695325,-0.04682929057908476,-0.04682929057908475,-0.026315789473684202,-0.05484084971070817,-0.026315789473684202,-0.054840849710708184,-0.062209075224179865,-0.051505352714395485,-0.08885233166386389,-0.05484084971070821,-0.04682929057908465,-0.04682929057908477,-0.02631578947368422,-0.026315789473684202,-0.026315789473684216,-0.02631578947368422,-0.026315789473684206,-0.19573877567241654,-0.04682929057908475,-0.06917144638660751,-0.07664807349388716,-0.14225508424658853,1.0,-0.03771571432023571,-0.05858749251483803,-0.06917144638660751,-0.03771571432023574,-0.11712303424679443,-0.04394808402890494,-0.037715714320235745,-0.03771571432023575,0.6977407149243594,-0.14081420869666889,-0.03771571432023572,-0.026315789473684216,-0.0632244818873727,-0.07587212233336034,-0.09906293779723808,-0.03355307996808607,0.6977407149243597,-0.0976471584628859,-0.03771571432023574,-0.062209075224179865,-0.026315789473684213,-0.02631578947368422,-0.04682929057908475,-0.04682929057908469,-0.026315789473684206,-0.03771571432023571,-0.07587212233336034,-0.0548408497107082,-0.05137926051582755,-0.03771571432023573,-0.026315789473684213,-0.026315789473684202,-0.08348729258252169,-0.026315789473684216,-0.05484084971070818,-0.02631578947368421,-0.11155673608915542,-0.026315789473684216,-0.0263157894736842,-0.062209075224179906,-0.026315789473684206,-0.02631578947368422,-0.0781602364146306,-0.026315789473684216,-0.10128760667356473,-0.09488292830168368,-0.026315789473684216,-0.046829290579084755,-0.06220907522417997,-0.04682929057908469,-0.09953452035868791,-0.0263157894736842,-0.049048287283730854,-0.09525969852639338,-0.026315789473684206,-0.026315789473684206,-0.10339627398356363
